,y,x,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,transaction,positionSwitch,tradecosts,hr_memory,invest_memory,spreadmemory,spread pct ch,port rets,cum rets
2019-08-15 14:30:00,60.3019213232,60.20200000000001,-0.985,1.0029513231999871,1.5426009254996322,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9427493231999904,-0.000169980935511694,-0.0,0.9931192933140371
2019-08-15 14:35:00,60.21957615,60.11800000000001,-0.986,0.9432281499999959,0.8971489378630167,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9432281499999959,4.06117148721519e-06,0.0,0.9931192933140371
2019-08-15 14:40:00,60.189831260000005,60.108000000000004,-0.985,0.9834512600000025,-0.8132244221416317,False,False,0.0,False,True,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9233432600000029,-0.00016865377688434792,-0.0,0.9931192933140371
2019-08-15 14:45:00,60.24787127999999,60.145,-0.985,1.0050462799999877,0.35256910064261304,False,True,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9449012799999892,0.00018284443590823338,0.0,0.9931192933140371
2019-08-15 14:50:00,60.30086934999999,60.169999999999995,-0.986,0.9732493499999961,1.0229383984866887,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9732493499999961,0.00024043427310308071,0.0,0.9931192933140371
2019-08-15 14:55:00,60.29104039,60.188,-0.986,0.9456723899999986,0.06282984550105508,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9456723899999986,-0.0002338941004445988,-0.0,0.9931192933140371
2019-08-15 15:00:00,60.24444820000001,60.19,-0.986,0.8971082000000123,-0.6969300661722327,False,False,0.0,False,True,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8971082000000123,-0.0004118973786040367,-0.0,0.9931192933140371
2019-08-16 13:40:00,60.60663383,60.46294,-0.986,0.9901749899999999,-1.8326177830647619,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9901749899999999,0.0007893463648029154,0.0,0.9931192933140371
2019-08-16 13:45:00,60.5247386,60.391999999999996,-0.986,0.9782266000000064,0.7879815721649552,False,True,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9782266000000064,-0.00010134031926687947,-0.0,0.9931192933140371
2019-08-16 13:50:00,60.55848621,60.42,-0.986,0.9843662099999975,0.488165291626124,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9843662099999975,5.20731276409258e-05,0.0,0.9931192933140371
2019-08-16 13:55:00,60.5526961076,60.41376,-0.986,0.9847287475999948,0.6843968774996094,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9847287475999948,3.0748641557567923e-06,0.0,0.9931192933140371
2019-08-16 14:00:00,60.55062701000001,60.44500000000001,-0.986,0.9518570099999977,0.6224162617841936,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9518570099999977,-0.00027880177858628796,-0.0,0.9931192933140371
2019-08-16 14:05:00,60.634992512500006,60.52,-0.986,0.9622725125000002,-0.3936109254881215,False,False,0.0,False,True,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9622725125000002,8.833912758755084e-05,0.0,0.9931192933140371
2019-08-16 14:10:00,60.6966700274,60.538,-0.986,1.0062020274000076,-0.15288169755628234,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,1.0062020274000076,0.00037258836254996014,0.0,0.9931192933140371
2019-08-16 14:15:00,60.66017189,60.503,-0.986,1.0042138900000026,1.1423777445058751,False,True,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,1.0042138900000026,-1.6862395591627268e-05,-0.0,0.9931192933140371
2019-08-16 14:20:00,60.694595830000004,60.552,-0.986,0.9903238300000083,0.9766762417367303,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9903238300000083,-0.000117808601412935,-0.0,0.9931192933140371
2019-08-16 14:25:00,60.851158983175004,60.777499999999996,-0.986,0.9245439831750062,0.4626138432665042,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9245439831750062,-0.0005579120432607057,-0.0,0.9931192933140371
2019-08-16 14:30:00,60.858204664000006,60.760040000000004,-0.986,0.9488052240000044,-1.6308247263002247,False,False,0.0,False,True,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9488052240000044,0.00020577181453043588,0.0,0.9931192933140371
